year,avg_authors,pct_multi_institution,pct_international,n_papers
2022,2.2149532710280373,63.3177570093458,38.084112149532714,428.0
2023,2.4870689655172415,68.53448275862068,37.93103448275862,464.0
2024,2.4093816631130065,70.1492537313433,43.070362473347544,469.0
2025,2.3795309168443497,64.81876332622602,37.953091684434966,469.0
